"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"NN_BatchNorm2d_653_forward_output","NN_BatchNorm2d_653_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_654_forward_input.0","NN_BatchNorm2d_654_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_654_forward_output","NN_BatchNorm2d_654_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_655_forward_input.0","NN_BatchNorm2d_655_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_655_forward_output","NN_BatchNorm2d_655_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_656_forward_input.0","NN_BatchNorm2d_656_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_656_forward_output","NN_BatchNorm2d_656_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_657_forward_input.0","NN_BatchNorm2d_657_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_657_forward_output","NN_BatchNorm2d_657_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"Functional_relu_92_forward_input.0","Functional_relu_92_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"Functional_relu_92_forward_output","Functional_relu_92_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.22%","0.33958","0.00150, 0.00658"
"NN_Conv2d_651_forward_input.0","NN_Conv2d_651_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.22%","0.33958","0.00150, 0.00658"
"NN_Conv2d_651_forward_output","NN_Conv2d_651_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","8.07%","-0.12784","0.00078, 0.00296"
"NN_Conv2d_652_forward_input.0","NN_Conv2d_652_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.22%","0.33958","0.00150, 0.00658"
"NN_Conv2d_652_forward_output","NN_Conv2d_652_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","8.07%","-0.12784","0.00078, 0.00296"
"NN_Conv2d_653_forward_input.0","NN_Conv2d_653_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.22%","0.33958","0.00150, 0.00658"
"NN_Conv2d_653_forward_output","NN_Conv2d_653_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","8.07%","-0.12784","0.00078, 0.00296"
"NN_Conv2d_654_forward_input.0","NN_Conv2d_654_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.22%","0.33958","0.00150, 0.00658"
"NN_Conv2d_654_forward_output","NN_Conv2d_654_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","8.07%","-0.12784","0.00078, 0.00296"
"NN_Conv2d_655_forward_input.0","NN_Conv2d_655_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.22%","0.33958","0.00150, 0.00658"
"NN_Conv2d_655_forward_output","NN_Conv2d_655_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","8.07%","-0.12784","0.00078, 0.00296"
"NN_Conv2d_656_forward_input.0","NN_Conv2d_656_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.22%","0.33958","0.00150, 0.00658"
"NN_Conv2d_656_forward_output","NN_Conv2d_656_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","8.07%","-0.12784","0.00078, 0.00296"
"NN_Conv2d_657_forward_input.0","NN_Conv2d_657_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.22%","0.33958","0.00150, 0.00658"
"NN_Conv2d_657_forward_output","NN_Conv2d_657_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","8.07%","-0.12784","0.00078, 0.00296"
"Functional_concat_44_forward_input.0.0","Torch_cat_44_forward_input.0.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"Functional_concat_44_forward_input.0.1","Torch_cat_44_forward_input.0.1","(10, 32, 7, 7)","(10, 32, 7, 7)","False","8.07%","-0.12784","0.00078, 0.00296"
"","Torch_cat_44_forward_output","","(10, 608, 7, 7)","False","0.00%","nan","nan, nan"
"Functional_concat_44_forward_output","","(10, 608, 7, 7)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_658_forward_input.0","NN_BatchNorm2d_658_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_658_forward_output","NN_BatchNorm2d_658_forward_output","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_659_forward_input.0","NN_BatchNorm2d_659_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_659_forward_output","NN_BatchNorm2d_659_forward_output","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_660_forward_input.0","NN_BatchNorm2d_660_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_660_forward_output","NN_BatchNorm2d_660_forward_output","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_661_forward_input.0","NN_BatchNorm2d_661_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_661_forward_output","NN_BatchNorm2d_661_forward_output","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_662_forward_input.0","NN_BatchNorm2d_662_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_662_forward_output","NN_BatchNorm2d_662_forward_output","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_663_forward_input.0","NN_BatchNorm2d_663_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_663_forward_output","NN_BatchNorm2d_663_forward_output","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_664_forward_input.0","NN_BatchNorm2d_664_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"NN_BatchNorm2d_664_forward_output","NN_BatchNorm2d_664_forward_output","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"Functional_relu_93_forward_input.0","Functional_relu_93_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"Functional_relu_93_forward_output","Functional_relu_93_forward_output","(10, 608, 7, 7)","(10, 608, 7, 7)","False","25.79%","0.31046","0.00349, 0.02214"
"NN_Conv2d_658_forward_input.0","NN_Conv2d_658_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","25.79%","0.31046","0.00349, 0.02214"
"NN_Conv2d_658_forward_output","NN_Conv2d_658_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_Conv2d_659_forward_input.0","NN_Conv2d_659_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","25.79%","0.31046","0.00349, 0.02214"
"NN_Conv2d_659_forward_output","NN_Conv2d_659_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_Conv2d_660_forward_input.0","NN_Conv2d_660_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","25.79%","0.31046","0.00349, 0.02214"
"NN_Conv2d_660_forward_output","NN_Conv2d_660_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_Conv2d_661_forward_input.0","NN_Conv2d_661_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","25.79%","0.31046","0.00349, 0.02214"
"NN_Conv2d_661_forward_output","NN_Conv2d_661_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_Conv2d_662_forward_input.0","NN_Conv2d_662_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","25.79%","0.31046","0.00349, 0.02214"
"NN_Conv2d_662_forward_output","NN_Conv2d_662_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_Conv2d_663_forward_input.0","NN_Conv2d_663_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","25.79%","0.31046","0.00349, 0.02214"
"NN_Conv2d_663_forward_output","NN_Conv2d_663_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_Conv2d_664_forward_input.0","NN_Conv2d_664_forward_input.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","25.79%","0.31046","0.00349, 0.02214"
"NN_Conv2d_664_forward_output","NN_Conv2d_664_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_665_forward_input.0","NN_BatchNorm2d_665_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_665_forward_output","NN_BatchNorm2d_665_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_666_forward_input.0","NN_BatchNorm2d_666_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_666_forward_output","NN_BatchNorm2d_666_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_667_forward_input.0","NN_BatchNorm2d_667_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_667_forward_output","NN_BatchNorm2d_667_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_668_forward_input.0","NN_BatchNorm2d_668_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_668_forward_output","NN_BatchNorm2d_668_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_669_forward_input.0","NN_BatchNorm2d_669_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_669_forward_output","NN_BatchNorm2d_669_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_670_forward_input.0","NN_BatchNorm2d_670_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_670_forward_output","NN_BatchNorm2d_670_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_671_forward_input.0","NN_BatchNorm2d_671_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"NN_BatchNorm2d_671_forward_output","NN_BatchNorm2d_671_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"Functional_relu_94_forward_input.0","Functional_relu_94_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","3.33%","0.03342","0.00221, 0.00857"
"Functional_relu_94_forward_output","Functional_relu_94_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","30.39%","0.30950","0.00153, 0.00716"
"NN_Conv2d_665_forward_input.0","NN_Conv2d_665_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","30.39%","0.30950","0.00153, 0.00716"
"NN_Conv2d_665_forward_output","NN_Conv2d_665_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","9.27%","0.18698","0.00069, 0.00249"
"NN_Conv2d_666_forward_input.0","NN_Conv2d_666_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","30.39%","0.30950","0.00153, 0.00716"
"NN_Conv2d_666_forward_output","NN_Conv2d_666_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","9.27%","0.18698","0.00069, 0.00249"
"NN_Conv2d_667_forward_input.0","NN_Conv2d_667_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","30.39%","0.30950","0.00153, 0.00716"
"NN_Conv2d_667_forward_output","NN_Conv2d_667_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","9.27%","0.18698","0.00069, 0.00249"
"NN_Conv2d_668_forward_input.0","NN_Conv2d_668_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","30.39%","0.30950","0.00153, 0.00716"
"NN_Conv2d_668_forward_output","NN_Conv2d_668_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","9.27%","0.18698","0.00069, 0.00249"
"NN_Conv2d_669_forward_input.0","NN_Conv2d_669_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","30.39%","0.30950","0.00153, 0.00716"
"NN_Conv2d_669_forward_output","NN_Conv2d_669_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","9.27%","0.18698","0.00069, 0.00249"
"NN_Conv2d_670_forward_input.0","NN_Conv2d_670_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","30.39%","0.30950","0.00153, 0.00716"
"NN_Conv2d_670_forward_output","NN_Conv2d_670_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","9.27%","0.18698","0.00069, 0.00249"
"NN_Conv2d_671_forward_input.0","NN_Conv2d_671_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","30.39%","0.30950","0.00153, 0.00716"
"NN_Conv2d_671_forward_output","NN_Conv2d_671_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","9.27%","0.18698","0.00069, 0.00249"
"Functional_concat_45_forward_input.0.0","Torch_cat_45_forward_input.0.0","(10, 608, 7, 7)","(10, 608, 7, 7)","False","2.08%","-0.01500","0.00521, 0.03478"
"Functional_concat_45_forward_input.0.1","Torch_cat_45_forward_input.0.1","(10, 32, 7, 7)","(10, 32, 7, 7)","False","9.27%","0.18698","0.00069, 0.00249"
"","Torch_cat_45_forward_output","","(10, 640, 7, 7)","False","0.00%","nan","nan, nan"
"Functional_concat_45_forward_output","","(10, 640, 7, 7)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_672_forward_input.0","NN_BatchNorm2d_672_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_672_forward_output","NN_BatchNorm2d_672_forward_output","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_673_forward_input.0","NN_BatchNorm2d_673_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_673_forward_output","NN_BatchNorm2d_673_forward_output","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_674_forward_input.0","NN_BatchNorm2d_674_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_674_forward_output","NN_BatchNorm2d_674_forward_output","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_675_forward_input.0","NN_BatchNorm2d_675_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_675_forward_output","NN_BatchNorm2d_675_forward_output","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_676_forward_input.0","NN_BatchNorm2d_676_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_676_forward_output","NN_BatchNorm2d_676_forward_output","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_677_forward_input.0","NN_BatchNorm2d_677_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_677_forward_output","NN_BatchNorm2d_677_forward_output","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_678_forward_input.0","NN_BatchNorm2d_678_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"NN_BatchNorm2d_678_forward_output","NN_BatchNorm2d_678_forward_output","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"Functional_relu_95_forward_input.0","Functional_relu_95_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","2.44%","-0.01480","0.00499, 0.03478"
"Functional_relu_95_forward_output","Functional_relu_95_forward_output","(10, 640, 7, 7)","(10, 640, 7, 7)","False","26.39%","0.31049","0.00334, 0.02214"
"NN_Conv2d_672_forward_input.0","NN_Conv2d_672_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","26.39%","0.31049","0.00334, 0.02214"
"NN_Conv2d_672_forward_output","NN_Conv2d_672_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_Conv2d_673_forward_input.0","NN_Conv2d_673_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","26.39%","0.31049","0.00334, 0.02214"
"NN_Conv2d_673_forward_output","NN_Conv2d_673_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_Conv2d_674_forward_input.0","NN_Conv2d_674_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","26.39%","0.31049","0.00334, 0.02214"
"NN_Conv2d_674_forward_output","NN_Conv2d_674_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_Conv2d_675_forward_input.0","NN_Conv2d_675_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","26.39%","0.31049","0.00334, 0.02214"
"NN_Conv2d_675_forward_output","NN_Conv2d_675_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_Conv2d_676_forward_input.0","NN_Conv2d_676_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","26.39%","0.31049","0.00334, 0.02214"
"NN_Conv2d_676_forward_output","NN_Conv2d_676_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_Conv2d_677_forward_input.0","NN_Conv2d_677_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","26.39%","0.31049","0.00334, 0.02214"
"NN_Conv2d_677_forward_output","NN_Conv2d_677_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_Conv2d_678_forward_input.0","NN_Conv2d_678_forward_input.0","(10, 640, 7, 7)","(10, 640, 7, 7)","False","26.39%","0.31049","0.00334, 0.02214"
"NN_Conv2d_678_forward_output","NN_Conv2d_678_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_679_forward_input.0","NN_BatchNorm2d_679_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_679_forward_output","NN_BatchNorm2d_679_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_680_forward_input.0","NN_BatchNorm2d_680_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_680_forward_output","NN_BatchNorm2d_680_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_681_forward_input.0","NN_BatchNorm2d_681_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_681_forward_output","NN_BatchNorm2d_681_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_682_forward_input.0","NN_BatchNorm2d_682_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_682_forward_output","NN_BatchNorm2d_682_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_683_forward_input.0","NN_BatchNorm2d_683_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_683_forward_output","NN_BatchNorm2d_683_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_684_forward_input.0","NN_BatchNorm2d_684_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_684_forward_output","NN_BatchNorm2d_684_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_685_forward_input.0","NN_BatchNorm2d_685_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"NN_BatchNorm2d_685_forward_output","NN_BatchNorm2d_685_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"Functional_relu_96_forward_input.0","Functional_relu_96_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.63%","0.01439","0.00217, 0.01094"
"Functional_relu_96_forward_output","Functional_relu_96_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.70%","0.36264","0.00142, 0.00690"
"NN_Conv2d_679_forward_input.0","NN_Conv2d_679_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.70%","0.36264","0.00142, 0.00690"
"NN_Conv2d_679_forward_output","NN_Conv2d_679_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.35%","0.00574","0.00085, 0.00293"
"NN_Conv2d_680_forward_input.0","NN_Conv2d_680_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.70%","0.36264","0.00142, 0.00690"
"NN_Conv2d_680_forward_output","NN_Conv2d_680_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.35%","0.00574","0.00085, 0.00293"
"NN_Conv2d_681_forward_input.0","NN_Conv2d_681_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","31.70%","0.36264","0.00142, 0.00690"
